0x00da3bd6;i‚Ş
0x00dbd439;E2011041807
0x00dbd445;E2011041808:AWB type mismatch.
0x00dbd464;E2011041810:Specified ID is out of range.
0x00dbd48e;E2011041814:Load Toc before calling function.
0x00dbd4bc;E2011041901:Illegal AWB file.
0x00dbd4da;E2009111801
0x00dbd4e6;E2009112001
0x00dbd4f2;E2009072711
0x00dbd4fe;E2009072202
0x00dbd50a;E2009072712
0x00dbd516;E2011082201
0x00dbd522;E2009111803:Can't create Awb Handle.
0x00dbd547;E2011042202
0x00dbd553;E2011042203
0x00dbd55f;E2011042204
0x00dbd56b;E2011042205
0x00dbd577;E2011042206
0x00dbd583;E2011082202
0x00dbd58f;E2011121201:Num contents is over specified.(%d in)
0x00dbd5c2;E2009031612:Failed to calculate work size.
0x00dbd5ed;E2009011412
0x00dbd5f9;E2009011425:Detaching function has been called though the playback is still active.
0x00dbd64d;E2009011407:Can not find specified codec.
0x00dbd677;E2009011421:Attaching function has been called though the playback is still active.
0x00dbd6cb;E2009011403:Too many codecs. Can not register decoders any more.
0x00dbd70c;E2009011406:Failed to create decoder.
0x00dbd738;E2010052632
0x00dbd744;E2010052426
0x00dbd750;E2010052427
0x00dbd760;E2012051831:Atom library needs to be initialized befor Mana library.
0x00dbd7a5;E2013031301:Mismatch between CRI Atom header version and linked library version. (Library version is 0x%08X, but the specified version is 0x%08X.)
0x00dbd838;E2009051941:Server frequency needs to be more than %d.
0x00dbd86f;E2009072702
0x00dbd87b;E2009072703:Insufficient buffer size.
0x00dbd8a1;W2009072701:Initialization param of CriFs is ignored.
0x00dbd8d7;E2009011903:Insufficient buffer size.
0x00dbd8fd;E2009032302
0x00dbd909;E2012022301:Buffer overrun error.
0x00dbd92b;E2012051832:Atom library needs to be finalized after Mana library.
0x00dbd96e;E2011122703
0x00dbd97a;E2011122704
0x00dbd9a0;?5?
0x00dbd9ac;E2009011902
0x00dbd9b8;E2009010501
0x00dbd9c4;E2011112202
0x00dbd9d0;E2010121310:[max_channels=%d] is not supported.
0x00dbda00;E2008122402
0x00dbda0c;E2009051911
0x00dbda18;E2012020801
0x00dbda24;E2009021901
0x00dbda30;E2009010524
0x00dbda3c;E2009010525
0x00dbda48;E2009030350
0x00dbda54;E2009010515
0x00dbda60;E2010101501
0x00dbda6c;E2010082501
0x00dbda78;E2010011901
0x00dbda84;E2009021002
0x00dbda90;E2011080501
0x00dbda9c;E2011080502
0x00dbdaa8;E2010061804
0x00dbdab4;E2009021005
0x00dbdac0;E2009021015
0x00dbdacc;E2009021007
0x00dbdad8;W2010110801:Specified frequency ratio exceeds the player's capability. (Increase max_sampling_rate of AtomPlayer or VoicePool up to %dHz.)
0x00dbdb63;E2012020301
0x00dbdb6f;E2009010901:Can not decode this file format. (First 4Byte = 0x%08X, Size = %d Byte, Address is stored in the last parameter.)
0x00dbdbed;E2011060501
0x00dbdbf9;E2011070703:SetStreamingCacheId function cannot be called while playing or preparing.
0x00dbdc4f;E2011020702
0x00dbdc5b;E2012061802
0x00dbdc67;E2010022503
0x00dbdc73;E2009031603:Player without streaming flag can not play files.
0x00dbdcb1;E2011100401:Failed to set wave ID.
0x00dbdcd4;W2011072101:Specified ID is out of range.
0x00dbdcfe;E2009010611:SetData function has been called though previous request remains.
0x00dbdd4c;E2011080899: Can not stop voice. (atom_player = 0x%08X, status = %d, internal_status = 0x%08X, is_paused = %d, stop_request = %d, streamer_status = %d, voice_status = %d)
0x00dbddf7;E2009011912
0x00dbde03;E2013050702:Failed to create voice by illegal config.
0x00dbde39;E2009010503:Failed to create voice.
0x00dbde5d;E2009011933:Failed to create streamer.
0x00dbde84;E2009062501:Failed to register player.
0x00dbdeab;E2010012801:Specified audio format is not seekable.
0x00dbdedf;E2010011910:Seek offset greater than 32bit is not supported.
0x00dbdf1c;W2010120920:Streaming playback error.
0x00dbdf42;E2010020422:The number of audio channels is greater than the player's capacity.
0x00dbdf92;E2010020421:The sampling rate of audio data is greater than the player's capacity. (The sampling rate of audio data is %d Hz)
0x00dbe010;E2009051901:Can not get free packet from pool line.
0x00dbe044;E2009031604:Failed to start streamer.
0x00dbe06a;E2011092003:Though the streamer is still active, voice has stopped.
0x00dbe0ae;E2009051902:Can not get free packet from pool line.
0x00dbe0e2;E2010061601:Can not get free packet from data line.
0x00dbe116;E2011080599: Can not stop voice. (atom_player = 0x%08X, status = %d, internal_status = 0x%08X, is_paused = %d, stop_request = %d, streamer_status = %d, voice_status = %d)
0x00dbe1c1;E2013082643
0x00dbe1cd;E2013082645
0x00dbe1e8;ÛÉ@
0x00dbe1f0;&_
EÛÉ@
0x00dbe1fc;ÙI@T?ÀT?@ÜwrA
0x00dbe210;ÛÉ@
0x00dbe270;W2010110300:Can not allocate modulation work. (Increase max_aisac_auto_modulations of CriAtomExConfig.)
0x00dbe338;"?¾
0x00dbe3a4;?@
0x00dbe3ac;¸’@
0x00dbe3d0;½7?ÛÉ?
0x00dbe3e0;?5?ÎM
0x00dbe3e7;?ªµ>
0x00dbe420;
0x00dbe424;
0x00dbe42c;
0x00dbe434;
0x00dbe438;??????
0x00dbe440;E2012010601:Atom parameter handle which keeps PAAM handle is removed.
0x00dbe486;E2010032551:Faild to add parameter.
0x00dbe4aa;E2010032552:Faild to add parameter.
0x00dbe4ce;E2010062602:Faild to add parameter.
0x00dbe4f2;E2010032553:Faild to add parameter.
0x00dbe516;E2010032554:Faild to add parameter.
0x00dbe53a;E2010062604:Faild to add parameter.
0x00dbe55e;E2010042808:Failed to create paam.
0x00dbe581;E2013062408:Failed to create paam.
0x00dbe5b0;W2011121212:CRI Atom Sequencer library has been finalized before all sequences stop.
0x00dbe605;W2013122712:Finalize function of CRI Atom Sequencer library has been called though some action parameter are still active.
0x00dbe680;W2013122713:Finalize function of CRI Atom Sequencer library has been called though some sequence_action are still active.
0x00dbe6fa;W2013122714:Finalize function of CRI Atom Sequencer library has been called though some sequence are still active.
0x00dbe76d;W2013122715:Finalize function of CRI Atom Sequencer library has been called though some sequence tracks are still active.
0x00dbe7e7;W2013122716:Finalize function of CRI Atom Sequencer library has been called though some sequence are still active.
0x00dbe85a;W2013122717:Finalize function of CRI Atom Sequencer library has been called though some track items are still active.
0x00dbe8d0;W2012092602:Can not allocate work of sequence item. (Increase max_sequences of CriAtomExConfig.)
0x00dbe931;W2012092601:Can not allocate work of sequence item. (Increase max_sequences of CriAtomExConfig.)
0x00dbe992;W2013050801:Can not allocate work of sequence event item. (Increase max_sequences of CriAtomExConfig.)
0x00dbe9f9;E2013122730:Free sequence action function has been called though the action parameter is still active.
0x00dbea60;W2013062411:Can not allocate work of sequence action paramter item. (Increase max_tracks of CriAtomExConfig.)
0x00dbeace;W2012092600:Can not allocate work of sequence track item. (Increase max_tracks of CriAtomExConfig.)
0x00dbeb32;E2013061905:Free sequence track function has been called though the track is still active.
0x00dbeb8d;E2013122700:The reference count of action parameter became the negative value.
0x00dbebdc;W2010031500:Can not allocate work of sequence playlist item. (Increase max_track_items of CriAtomExConfig.)
0x00dbec48;W2012092603:Can not allocate work of sequence item. (Increase max_sequences of CriAtomExConfig.)
0x00dbeca9;E2013122702:The reference count of action parameter became the negative value.
0x00dbecf8;E2013122703:The reference count of action parameter became the negative value.
0x00dbed47;W2012021700:Some sounds are still playing when current block was gone.
0x00dbed8e;W2013122411:Can not allocate work of sequence action paramter item. (Increase max_tracks of CriAtomExConfig.)
0x00dbedfc;W2013050901:Not support command(%d)
0x00dbee20;W2011100410:Not support type of previous behavior when block jump(%d)
0x00dbee66;W2012073100:Not support type of previous behavior when block jump(%d)
0x00dbeeac;W2011092910:Not support type of previous behavior when block jump(%d)
0x00dbeef2;W2010012501:Not support command(%d)
0x00dbef16;E2013122701:The reference count of action parameter became the negative value.
0x00dbef65;E2010031221
0x00dbef71;E2010031229
0x00dbef7d;E2011020201
0x00dbef89;E2010072201
0x00dbef95;E2012020811
0x00dbefa1;E2012111401
0x00dbefad;E2011020202
0x00dbefb9;E2012020812
0x00dbefc5;W2010072217:No voice pool was found.
0x00dbefea;W2010072211:No voice pool matches the specified identifier.
0x00dbf026;W2010072212:No voice pool can play specified format. (Specified format is '%s'.)
0x00dbf077;W2010072213:No voice pool can play specified channels. (Increase max_channels of the player pool config.)
0x00dbf0e1;W2010072214:No voice pool can play specified sampling rate. (Increase max_sampling_rate of the player pool config.)
0x00dbf155;W2010072215:No voice pool has streamer. (Enable streaming_flag of the player pool config.)
0x00dbf1b0;W2012120601:No voice pool uses specified sound renderer.
0x00dbf1e9;W2010072216:No voice pool was found.
0x00dbf20e;ADX
0x00dbf212;AHX
0x00dbf216;HCA
0x00dbf21a;HCA-MX
0x00dbf221;PCM
0x00dbf225;Wave
0x00dbf22a;Raw PCM
0x00dbf232;H/W Codec1
0x00dbf23d;H/W Codec2
0x00dbf248;Unknown
0x00dbf250;E2011011403:Some nodes are not available. Pool list might be broken.
0x00dbf295;E2009121461:CRI Atom Sound Element library has been initialized twice.
0x00dbf2dc;E2010031604:Remove all players before finalizing library.
0x00dbf316;W2009120901:Can not allocate element info. (Increase max_virtual_voices of CriAtomExConfig.)
0x00dbf373;E2013122706:The reference count of action parameter became the negative value.
0x00dbf3c2;E2013122707:The reference count of action parameter became the negative value.
0x00dbf411;E2013122704:The reference count of action parameter became the negative value.
0x00dbf460;E2013122705:The reference count of action parameter became the negative value.
0x00dbf4af;W2010062701:Atom library has already been initialized.
0x00dbf4e6;E2010022710:Need to initialize library before setting group info.
0x00dbf528;W2010082701:start_time_ms needs to be less than 2147483648.
0x00dbf564;E2010031602:Remove all players before finalizing library.
0x00dbf59e;W2009120702:Can not allocate slot_info. (Increase max_virtual_voices of CriAtomExConfig.)
0x00dbf60c;E2011051101
0x00dbf618;E2010022701:Too many groups. (Increase max_voice_limit_groups of CriAtomExConfig.)
0x00dbf66b;E2010022702
0x00dbf677;E2009120702:Invalid group number.
0x00dbf699;W2011012702:Specified group is limiting the number of voices to 0.
0x00dbf6dc;E2010022740:Invalid group number.
0x00dbf6fe;E2011051899:Invalid server request.
0x00dbf722;E2010031228
0x00dbf740;W2012022101:D-BAS handle leak, automatically destroyed.(%d)
0x00dbf77c;E2010060104:D-BAS buffer size over 2GByte.(decrease max_streams or max_bps of CriAtomDbasConfig.)
0x00dbf7de;E100502704:Failed in criCs_Create().
0x00dbf803;E09022032B:Increase max_streams of CriAtomDbasConfig.
0x00dbf839;E2010053108:Drain bit-rate over D-BAS Capacity. (Increase max_bps of CriAtomDbasConfig.)
0x00dbf892;E2010042702
0x00dbf89e;E2012011102
0x00dbf8aa;E2012011101
0x00dbf8c0;‰ˆ?
0x00dbf8c8;W2010052701:Forced Stream I/O closing.
0x00dbf8ef;E2010062105
0x00dbf8fb;E09030301B:Failed in criCs_Create().
0x00dbf920;E08122500B:CriAtomStdStreamer is already started.
0x00dbf952;E09011602B:File information is already set.
0x00dbf97e;E11071101B:seamless playback is not allowed on using streaming cache.
0x00dbf9c4;E2010052905:Integrity violation
0x00dbf9e4;E09012001B:Faild to get file size.(path:%s)
0x00dbfa10;E09031601B:Faild to get file size.(id:%d)
0x00dbfa3a;E09012006B:Specified offset is invalid.(path:%s, offset:%lld)
0x00dbfa78;E09031602B:Specified offset is invalid.(id:%d, offset:%lld)
0x00dbfab4;E2009062502:have to create D-BAS for streaming player.
0x00dbfaf4;ÛI?
0x00dbfb10;E2009062503:Failed to register atomvoice.
0x00dbfb44;?5?E2010030310:It is necessary to initialize voice before creating player. (call criAtomAsr_Initialize and/or criAtomHcaMx_Initialize.)
0x00dbfbcd;E2010030311:It is necessary to initialize voice before creating player. (call criAtomAsr_Initialize and/or criAtomHcaMx_Initialize.)
0x00dbfc52;E2010092710:ASR is not initialized.
0x00dbfc76;E2010092711:HCA-MX is not initialized.
0x00dbfc9d;E2010092712:The library is not initialized. (Voice interface is not registered.)
0x00dbfcf8;E2012062215:Invalid Rack ID has been set.
0x00dbfd22;E2012061310:Creating a Rack upper limit is %d.
0x00dbfd51;E2013101601:Failed to create ASR Rack.
0x00dbfd78;E2012061311:Invalid Rack ID has been set.
0x00dbfda2;E2012061840
0x00dbfdae;E2011042801:Failed to create output voice of ASR.
0x00dbfde0;E2013101600:Failed to setup output voice of ASR.
0x00dbfe11;E12061802NC:Invalid Rack ID has been set.
0x00dbfe3b;E10033103NC:The ASR is not Initialized.
0x00dbfe63;E2012111503:sceAudioOutOpen() failed. : %#08x[n]
0x00dbfe92;E2012111505:sceAudioOutOutput() failed. : %#08x[n]
0x00dbfec3;E2012111506:sceAudioOutClose() failed. : %#08x[n]
0x00dbfef3;CRI Audio Output
0x00dbff04;E2012111705:sceAudioOutOutput() failed. : %#08x[n]
0x00dbff35;E2012111706:sceAudioOutOutput() failed. : %#08x[n]
0x00dbff66;E2013101800:CriNcvPS4 has been already initialized.
0x00dbff9a;E2012111500:sceAudioOutInit() failed. : %#08x[n]
0x00dbffe0;ÛI@
0x00dbffe8;ÛI@?¾q=[n]?ÚI@
0x00dc0008;E2010111840:Number of channels %d is unsupported.
0x00dc003a;E09091401AS:Invalid bus number: %d
0x00dc005d;E11021601:Invalid DSP ID.
0x00dc0077;E11021602:Invalid DSP ID.
0x00dc0091;E09082802AS:Route depth of AsrBus is too deep.
0x00dc00c0;E2011111110:invalid DSP.
0x00dc00d9;E2011111111:invalid DSP.
0x00dc0118;[n]ACF Support Format Low/  Ver.0.04.60 Build:[n]
0x00dc0146;[n]ACF Support Format High/  Ver.1.05.01 Build:[n]
0x00dc0175;E2010012602:ACF File is already set.
0x00dc019a;E2010012613:Failed to initialize CriAtomTblAcf. Maybe, This ACF file was made by newer format. Please update ADX2 library.
0x00dc0215;W2010012605:This config binary is still used.
0x00dc0243;E2013022705:The buffer size of ACF is zero.
0x00dc026f;E2010031601:ACF file is made by older format.
0x00dc029d;E2012112101:The number of categories per playback(%d) is over specified CriAtomExConfig.categories_per_playback.
0x00dc030e;W2010071401:The target information(%d) of the ACF does not match.
0x00dc0350;E2013080932:Specified selector '%s' is not found.
0x00dc0382;E2013080933:Specified selector label '%s' is not found.
0x00dc03ba;E2013080942:Specified selector '%s' is not found.
0x00dc03ec;E2013080943:Specified selector label '%s' is not found.
0x00dc0424;E2013080922:Specified selector '%s' is not found.
0x00dc0456;E2013081350:Specified selector '%s' is not found.
0x00dc0488;E2013080822:Specified voice limit group name '%s' is not found.
0x00dc04c8;E2013013002:Specified voice limit group name '%s' is not found.
0x00dc0508;W2010110101:ACF file is not registered.
0x00dc0530;E2010051300:Too many categories. (Increase max_categories of CriAtomExConfig.)
0x00dc057f;E2010051302:Too many category groups. (Increase max_categories of CriAtomExConfig.)
0x00dc05d4;W2013080811:Specified category('%s') informarion is different from ACF.
0x00dc061c;E2013013001:Specified category id '%d' is not found.
0x00dc0651;W2010110104:ACF file is not registered.
0x00dc0679;E2011120701
0x00dc0685;E2011120702
0x00dc0691;W2010110102:ACF file is not registered.
0x00dc06b9;W2011111111:The target information of the ACF does not match.
0x00dc06f7;W2012101211:The ACF file has no dsp setting.
0x00dc0724;E2012110801
0x00dc0730;E2012110802
0x00dc073c;W2012110803:ACF file is not registered.
0x00dc0764;W2012110804:The target information of the ACF does not match.
0x00dc07a2;E2012110805:The ACF file has no dsp setting snapshot.
0x00dc07d8;E2012110806:The specified index is beyond the number of dsp setting snapshots.
0x00dc0827;W2012101102:ACF file is not registered.
0x00dc084f;W2012101213:The target information of the ACF does not match.
0x00dc088d;W2012101212:The ACF file has no dsp setting snapshot.
0x00dc08c3;W2012102612:The dsp setting (%s) has no snapshot.
0x00dc08f5;E2011120703
0x00dc0901;E2011120704
0x00dc090d;E2013040301:Invalid DSP FX ID (id=%d)
0x00dc0933;W2012011801:ACF file is not registered.
0x00dc095b;W2012011802:ACF file is not registered.
0x00dc0983;W2011020158:Size is not enough.
0x00dc09a3;W2011020159:Size is not enough.
0x00dc09c3;W2011020160:Size is not enough.
0x00dc09e3;W2011020161:Size is not enough.
0x00dc0a03;W2011020162:Size is not enough.
0x00dc0a23;W2011020163:Size is not enough.
0x00dc0a43;W2011020164:Size is not enough.
0x00dc0a63;W2011020165:Size is not enough.
0x00dc0a83;W2011020166:Size is not enough.
0x00dc0aa3;W2011020167:Size is not enough.
0x00dc0ac3;W2011020168:Size is not enough.
0x00dc0ae3;W2012030261:Size is not enough.
0x00dc0b03;W2012110762:Size is not enough.
0x00dc0b23;W2013040262:Size is not enough.
0x00dc0b43;W2013070862:Size is not enough.
0x00dc0b63;W2013080813:Specified aisac control '%s' is not found.
0x00dc0b9a;W2013080812:Specified global aisac '%s' is not found.
0x00dc0bd0;W2010110103:ACF file is not registered.
0x00dc0bf8;E2010041907:Can not find graph table.
0x00dc0c1e;E2013080815:ACF file is not registered.
0x00dc0c46;E2013080816:ACF file is not registered.
0x00dc0c6e;E2013080813:ACF file is not registered.
0x00dc0c96;E2013080814:ACF file is not registered.
0x00dc0cbe;E2012092713:ACF file is not registered.
0x00dc0ce6;E2012092714:ACF file is not registered.
0x00dc0d0e;E2013062402:Not exist game-varialbe 'ID:%d'
0x00dc0d3a;E2012092715:ACF file is not registered.
0x00dc0d62;E2012092716:ACF file is not registered.
0x00dc0d8a;E2012092717:Not exist game-varialbe 'Name:%s'
0x00dc0db8;E2012092707:ACF file is not registered.
0x00dc0de0;E2012092708:ACF file is not registered.
0x00dc0e08;E2012091300:Not exist game-varialbe 'ID:%d'
0x00dc0e34;E2012092701:ACF file is not registered.
0x00dc0e5c;E2012092702:ACF file is not registered.
0x00dc0e84;E2012091301:Not exist game-varialbe 'Name:%s'
0x00dc0ec4;@Ú7E2009121700:Not exist cue 'ID:%d'
0x00dc0eea;E2009121701:Not exist cue '%s'
0x00dc0f09;E2009121702:Not exist cue 'Index:%d'
0x00dc0f2e;E2012083100:Cue Data is broken.
0x00dc0f4e;E2009121703:Not enough worksize.
0x00dc0f6f;W2009121705:This cue is still used.
0x00dc0f93;W2013091803:Can not play Event Cue, update using AtomCraft.
0x00dc0fcf;W2012021402:Can not find specified block.
0x00dc0ff9;W2012122701:This sound uses AISAC more than %d.
0x00dc1029;W2013072610:The ACB(%s) is not loaded.
0x00dc1050;E2013072612:Not exist cue 'ID:%d'
0x00dc1072;E2013072614:Not exist cue '%s'
0x00dc1091;W2012082702:The synth has no track.
0x00dc10b5;W2012051502:This sound uses AISAC more than %d.
0x00dc10e5;W2012112701:This sound uses AISAC more than %d.
0x00dc1115;W2010053100:An ACB file for stream playback is not yet loaded.
0x00dc1154;W2012021401:Can not find specified block.
0x00dc117e;W2011052403:Data hierarchy overflow.
0x00dc11a3;W2012082705:Could not find specified cue(Index:%d).
0x00dc11d7;INSIDE_LINK
0x00dc11e3;W2012082703:Could not find specified cue(ID:%d).
0x00dc1214;W2012082704:Could not find specified cue(Name:%s).
0x00dc1247;W2012082701:Could not find specified cue.
0x00dc1288;ÍÌÌ=
0x00dc12a8;E2013013000:The same category group is already set.
0x00dc12dc;W2013082900:Ignore the category information, because the ACB file format is old.
0x00dc132d;W2013082901:Ignore the cue limit information, because the ACB file format is old.
0x00dc137f;W2010022401:Not support parameter(%d)
0x00dc13a5;E2010022400
0x00dc13b1;E2010022403:CRI Atom Cue Parameter Pool library has been initialized twice.
0x00dc13fd;W2012010601:criAtomCueParameterPool is finalized though it is still used.
0x00dc1447;E2010022404:CRI Atom Cue Parameter Pool library has been finalized before initialization.
0x00dc14a1;W2010042801:CriAtomCueParameterPool's config parameter 'num_parameters' is not enough.
0x00dc150c;[n]ACB Support Format Low/  Ver.0.05.00 Build:[n]
0x00dc153a;[n]ACB Support Format High/  Ver.1.16.01 Build:[n]
0x00dc1569;E2009120802:ACB File is already set.
0x00dc158e;E2009120814:Failed to initialize CriAtomTblCsb. Maybe, This ACB file was made by newer format. Please update ADX2 library.
0x00dc1609;E2011062900:The Awb file format is old, use latest tool for to make Awb.
0x00dc1652;E2011062902:The Acb file format for memory playback is old, use latest tool for to make Acb.
0x00dc16af;E2010030401:An ACB file corresponding to the stream playback is not yet loaded.
0x00dc16ff;E2010031902:An ACB file is not yet loaded.
0x00dc172c;2011053001:ACB file is made by newer format. Please update ADX2 library.
0x00dc1775;E2010022307:ACB file is made by older format. Please update ADX2 library.
0x00dc17bf;W2010030405:ACF file is not registered.
0x00dc17e7;E2010022306:Failed in the consistency check of the ACF file.
0x00dc1824;W2010022305:Failed in the consistency check of the ACF file.
0x00dc1861;E2010030202:Can not find graph table.
0x00dc1894;09121503:Can not find specified cue. (Index:%d)
0x00dc18c4;E2010022730:Failed to register decoder.
0x00dc18ec;W2010091302:The parameter of audio data exceeds the player's capability.
0x00dc1935;E2009051801:Decoding error occurred. (%d)
0x00dc195f;E2010112500
0x00dc196b;E2010112512
0x00dc1984;E2013061705:Library gets finalized though BeatSync is still used.
0x00dc19c6;W2013061709:Can not allocate beat-sync info. (Increase max_virtual_voices of CriAtomExConfig.)
0x00dc1a25;W2013061809:Can not allocate beat-sync job. (Increase max_virtual_voices of CriAtomExConfig.)
0x00dc1a88;E2010092802
0x00dc1a94;E2010092808:No fader is attached.
0x00dc1ab6;E2010070210:ASR is not initialized, but HCA-MX's output is specified as ASR.
0x00dc1b03;E2012042041:The library has been already initialized.
0x00dc1b39;E2012042042:The library has been already initialized via other initialization API.
0x00dc1b8c;E2012042043:The library has not been initialized.
0x00dc1bbe;E2012042044:Finalization method does not match with initialization method.
0x00dc1c09;E2012051401
0x00dc1c15;E2011031022
0x00dc1c21;E2010032503
0x00dc1c2d;E2011031023
0x00dc1c39;E2010031603:Remove all players before finalizing library.
0x00dc1c73;W2009120701:Can not allocate complex info. (Increase max_virtual_voices of CriAtomExConfig.)
0x00dc1cd4;E2010021561
0x00dc1ce0;E2011013101:Too many mixers. (num_mixers needs to be 8 or less.)
0x00dc1d21;E2011013103:HCA Mixer has been initialized twice.
0x00dc1d53;E2011042803:Failed to create HCA mixer.
0x00dc1d7b;E2011013104:HCA Mixer has been finalized before initialization.
0x00dc1dbb;E2010042011:Need to initialize HCA-MX.
0x00dc1de2;E2010020890
0x00dc1dee;E2012031301
0x00dc1dfa;E2011020420:Specified voice is not connected to mixer.
0x00dc1e31;E2010062910:The number of voice's channels is greater than mixer's. (Increase max_input_channels of CriAtomExHcaMxConfig.)
0x00dc1eac;E2010020850:Failed to decode HCA-MX header. (err = %d)
0x00dc1ee3;E2010031001:The number of audio channels is not same as mixer's.
0x00dc1f24;E2010031002:The sampling rate of audio data (%d Hz) is not same as mixer's (%d Hz).
0x00dc1f78;E2011020421:Specified voice is not connected to mixer.
0x00dc1faf;E2011020422:Specified voice is not connected to mixer.
0x00dc1fe6;E2012100351
0x00dc1ff2;E2012100352
0x00dc1ffe;E2011020410
0x00dc200a;E2010020413:Failed to connect to mixer. (Increase max_players of CriAtomHcaMxConfig)
0x00dc2068;[n]×#<
0x00dc207c;ÍÌÌ=
0x00dc2084;ÍÌÌ=
0x00dc208c;?­?=[n]×#<ÛÉ@cD
0x00dc20a8;ÍÌÌ=
0x00dc20b0;?">ÛÉ@’[n]@’[n]?
0x00dc20c4;ÛÉÀ
0x00dc20cc;?">ÛÉÀÍÌÌ=
0x00dc20fc;¤p}?¤p}¿
0x00dc2108;
(
0x00dc210b;8
0x00dc2134;ÛI@
0x00dc2144;fff?
(
0x00dc214b;8
"0x00dc2188;Ó^´AçŒ	BçŒB"
0x00dc2198;wŞBN‚­B×ã¿B
0x00dc21a8;Ó^¬A¹?AÛm—@_AA
0x00dc21bc;®§?YÀA¹?AAÔ­@Ã?@š™?
0x00dc21dc;wŞBN‚­B×ã¿Bš™?®§?Ã?@
"0x00dc21f8;AÔ­@Ûm—@_AAYÀA¹?A¹?AÓ^¬AÓ^´AçŒ	BçŒB"
0x00dc2221;@ÆÍÌÌ=
0x00dc2234;š™?
0x00dc223c;)\O?
0x00dc2248;[n]×#<
0x00dc2258;o?
0x00dc2260;š™?®§?Ã?@
0x00dc2270;2U`¿Áâ@?[|Z?pU¿??ÍÌL?ªç^?²/y??[?Â5?
0x00dc22dc;ÛÉ@o;o?
0x00dc22fc;ÛÉ@o;o?
0x00dc2314;ÛÉ@
0x00dc232c;ÛÉ@o;o?
0x00dc234c;ÛÉ@o;o?
0x00dc2374;ÛÉ@o;o?
0x00dc239c;ÛÉ@o;o?
0x00dc23dc;ÛI@
0x00dc23ec;ÛÉ@
0x00dc23f4;?">?[n]×#<33³?333?ÍÌÌ=
0x00dc2430;??š™?®§?Ã?@?A
0x00dc2458;«>
0x00dc2460;o?¡=
0x00dc246c;E2010061021:Initialize AtomEx library before initializing HCA-MX.
0x00dc24ae;E2010061022:Initialize Atom library before initializing HCA-MX.
0x00dc24ee;E2010061032:Invalid HCA-MX server frequency. Set same frequency as Atom library's.
0x00dc255c;E2010020550:The number of output channels need to be %d and below.
0x00dc259f;E2012032391:The number of input channels need to be %d and below.
0x00dc25e1;E2010020551:The number of output channels need to be %d and below.
0x00dc2624;E2011120902
0x00dc2630;E2010020202
0x00dc263c;E2010020205
0x00dc2648;E2012060401:Invalid parameter to create output voice of HCA-MX.
0x00dc2688;E2011042802:Failed to create output voice of HCA-MX.
0x00dc26bd;E2010020204
"0x00dc26e0;-DT?	@"
0x00dc26f8;-DT?@
0x00dc2718;-DT?@
"0x00dc2740;-DT?	@-DT?@"
0x00dc27c8;¤p}?¤p}¿
0x00dc27d4;¤p}?¤p}¿¤p}?¤p}¿
0x00dc27e8;ÛI@ÛÉ?
0x00dc2860;·Ñ8·Ñ8·Ñ8·Ñ8
0x00dc28a0;pxd::filecache_preload
0x00dc28b7;pxd::mutex(0x%016lx)
0x00dc28cc;%s
0x00dc28cf;pxd::file_callback
0x00dc28e2;/app/
0x00dc28e8;/hostapp/
0x00dc28f2;UNKNOWN
0x00dc28fa;THREAD
0x00dc2901;SEMAPHORE
0x00dc290b;EVENT
0x00dc2911;RWLOCK
0x00dc2918;FILE
0x00dc291d;ARCHIVE
0x00dc2925;FINDFILE
0x00dc292e;ARCHIVEDIRECTORY
0x00dc293f;MODULE
0x00dc2946;CT_NODE
0x00dc294e;/app0
0x00dc2954;/hostapp
0x00dc2964;Âu>
0x00dc296c;Âu¾Êk¨?
0x00dc2a34;??A
0x00dc2a3c;eÍÍA
0x00dc2a48;pxd::semaphore(0x%08x)
0x00dc2ac0;0123456789ABCDEF0123456789abcdef
0x00dc2ba0;(null)
0x00dc2ba8;(
0x00dc2baa;n
0x00dc2bac;u
0x00dc2bae;l
0x00dc2bb0;l
0x00dc2bb2;)
0x00dc2bb8;d::thread(null)
0x00dc2bd0;.
0x00dc2bd2;%s/extract[%d]
0x00dc2be1;pxd::file_async(%d)
0x00dc2bf5;%s%s
0x00dc2cf0;€?;€?;€?;€?;
0x00dc2d2c;debugfont
0x00dc2d36;%s
0x00dc2d80;€?;€?;€?;€?;<<<<
0x00dc2dc8;:$`??D€?;
0x00dc2e20;:$?:$?:$?:$?
0x00dc2e44;ÛIA[n]×#<
0x00dc2e54;ÛIA[n]×#<
0x00dc2e64;ÍÌ?ÍÌÌ=
0x00dc2ea0;€?;€?;€?;€?;ƒ‚?İÜ\>µ´4>
0x00dc2ec0;Evt=Evt=Evt=Evt=€?;€?;€?;€?;Evt=Evt=Evt=Evt=€?;€?;€?;€?;
0x00dc2f10;€?;€?;€?;€?;
0x00dc2fe0;ÍÌ?ÍÌ?ÍÌ?ÍÌ?
0x00dc3158;-no name-
0x00dc3162;dummy_white
0x00dc316e;dummy_black
0x00dc317a;dummy_nmap
0x00dc3185;<error_white>
0x00dc3193;pxd::mesh_loader::worker
0x00dc31ac;pxd::mesh_loader::process
0x00dc31c6;%s%s.dds
0x00dc31d4;€?;
0x00dc31e4;%s%s.dds
0x00dc31ed;found[n]
0x00dc3210;€?;€?;€?;€?;
0x00dc3230;€?;€?;€?;€?;
