0x00e19cf8;
0x00e19d14;Forward
0x00e19d38;<Sign:D> Forward
0x00e19d50;<Sign:C> Back
0x00e19d68;<Sign:D> OK <Sign:C> Back
0x00e19d90;Yen
0x00e19da0;statement
0x00e19db0;Both
0x00e19dc0;10,000
0x00e19dd0;100 million
0x00e19ddc;point
0x00e19dec;sheets
0x00e19dfc;pieces
0x00e19e1c;Departure
0x00e19e3c;Possession money
0x00e19e4c;chip
0x00e19e5c;Twist
0x00e19e74;points
0x00e19e84;Fighting ball
0x00e19e94;Funds
0x00e19ea4;Dojo Fund
0x00e19ebc;Possession P
0x00e19ecc;Medal
0x00e19edc;
0x00e19eec;Earn P
0x00e19efc;Taxi Pt
0x00e19f14;%2d points
0x00e19f24;
0x00e19f30;Fukubiki ticket
0x00e19f48;Gion
0x00e19f50;Rakuchu
0x00e19f58;Rakuchu
0x00e19f60;Skeleton
0x00e19f68;Fushimi
0x00e19f70;Tosa
0x00e19f94;
0x00e19fa0;Virtue
0x00e19fb0;Type
0x00e19fc0;times
0x00e19fd0;Saito
0x00e19fe0;Ryoma
0x00e19ff0;Haruka
0x00e19ffc;Hajime Saito
0x00e1a00c;Ryoma Sakamoto
0x00e1a024;Haruka Sawamura
0x00e1a034;Saito
0x00e1a058;
0x00e1a060;Saito
0x00e1a084;
0x00e1a0b0;Riku
0x00e1a0c0;Kaguya
0x00e1a0d0;faint
0x00e1a0e0;Poetry
0x00e1a0f0;Hinata Sakurasaki
0x00e1a108;Hinata
0x00e1a118;Annan
0x00e1a128;dog
0x00e1a130;cat
0x00e1a138;Beans
0x00e1a140;Hoeta
0x00e1a148;Naotarou
0x00e1a158;
0x00e1a168;Tuna
0x00e1a170;
0x00e1a1a4;I don't have anything that can be used.
0x00e1a1cc;What should I use?
0x00e1a1e4;Can I really use it?
0x00e1a20c;betting points
0x00e1a214;Dividend points
0x00e1a22c;Deposit
0x00e1a240;Regards
0x00e1a250;Softly
0x00e1a260;Let's win!
0x00e1a270;Suddenly one pair!
0x00e1a288;I met you again
0x00e1a298;Nice to meet you
0x00e1a2a8;May a good bill come ...
0x00e1a2c0;This is ...! ??
0x00e1a2d8;This is the final win
0x00e1a2f0;I don't feel like winning ...
0x00e1a308;Everyone should get off
0x00e1a320;I'm out of luck ...
0x00e1a330;Come on!
0x00e1a340;Let's be careful ...
0x00e1a350;Good luck!
0x00e1a360;
0x00e1a370;It's a wait-and-see for the time being
0x00e1a388;Can you decide early?
0x00e1a3a0;It's perfect!
0x00e1a3b8;Leave early!
0x00e1a3c8;I'm a little worried ...
0x00e1a3e0;Escape but win
0x00e1a3f8;Kita!
0x00e1a408;Like!
0x00e1a418;Shit!
0x00e1a428;I did it!
0x00e1a438;Sorry ...
0x00e1a448;
0x00e1a458;squeaky ... (tears)
0x00e1a470;Surprise Peach Tree Sansho Tree
0x00e1a488;It's hard!
0x00e1a498;Akimahende!
0x00e1a4b0;Great mess!
0x00e1a4c8;I wonder if I should get off ...
0x00e1a4e0;I was able to play a role!
0x00e1a4f0;I was able to play a role, but I'm weak ...
0x00e1a508;I got a strong role!
0x00e1a520;Not at all ...
0x00e1a538;Ageage ~
0x00e1a548;I made a mistake ...
0x00e1a64c;.
0x00e1a660;.
0x00e1a670;?
0x00e1a67c;
0x00e1a684;
0x00e1a6a0;
0x00e1a6b4;.
0x00e1a6bc;
0x00e1a710;times
0x00e1a7a8;…
0x00e1a7d0;
0x00e1a80c;hour
0x00e1a814;hour
0x00e1a818;…
0x00e1a828;King Kazunoko
0x00e1a838;Mu-san
0x00e1a848;Akinako
0x00e1a858;
0x00e1a868;Colonel Saxon
0x00e1a878;Machine gun subordinate
0x00e1a888;Matsukov @ Gifu
0x00e1a898;
0x00e1a8a8;Bercy
0x00e1a8b8;South
0x00e1a8c4;
0x00e1a8cc;Harapeko weather
0x00e1a8dc;Ashura Komachi
0x00e1a8ec;Samurai Ondo
0x00e1a8fc;Decorate your hometown with brocade
0x00e1a930;
0x00e1a938;God of excitement
0x00e1a948;Our signboard man
0x00e1a958;The man who changes the air
0x00e1a968;Jug
0x00e1a978;Tone deafness
0x00e1a980;Not challenged
0x00e1a9a4;Safe hand
0x00e1a9b4;Passionately fit hands
0x00e1a9cc;Sing
0x00e1aa0c;
0x00e1aa3c;?
0x00e1aa5c;? ?? ?? ?? ??
0x00e1aa78;
0x00e1aa7c;Tuna
0x00e1aa84;squid
0x00e1aa8c;Flatfish
0x00e1aa98;Onikasago
0x00e1aab0;
0x00e1aab4;Conger eel
0x00e1aacc;Great white shark
0x00e1aadc;c
0x00e1aae0;
0x00e1aae8;Japanese spider crab
0x00e1aaf8;octopus
0x00e1ab00;Umbrella
0x00e1ab08;Harisenbon
0x00e1ab1c;Crucian carp
0x00e1ab24;Carp
0x00e1ab2c;Nishikigoi
0x00e1ab3c;fish
0x00e1ab40;
0x00e1ab48;Rainbow trout
0x00e1ab58;
0x00e1ab9c;Q
0x00e1aba4;Q
0x00e1abdc;Shino
0x00e1abe8;
0x00e1abf0;…
0x00e1abf4;…
0x00e1abfc;.
0x00e1ac14;.
0x00e1ac18;.
0x00e1ac20;.
0x00e1ac24;.
0x00e1ac2c;.
0x00e1ac34;.
0x00e1ac40;.
0x00e1ac44;.
0x00e1ac48;.
0x00e1ac50;.
0x00e1ac54;.
0x00e1ac58;.
0x00e1ac64;.
0x00e1ac6c;.
0x00e1ac74;.
0x00e1ac78;.
0x00e1ac80;
0x00e1aca0;
0x00e1acf4;End
0x00e1ad0c;
0x00e1ad10;
0x00e1ad18;Beginner
0x00e1ad20;Intermediate
0x00e1ad28;Advanced
0x00e1ad30;
0x00e1ad78;
0x00e1ad7c;
0x00e1ada8;
0x00e1adb8;also
0x00e1adbc;ー
0x00e1adc8;
0x00e1add4;
0x00e1add8;
0x00e1ade8;
0x00e1adec;
0x00e1ae10;
0x00e1ae14;ー
0x00e1ae18;
0x00e1ae20;?
0x00e1ae2c;
0x00e1ae34;
0x00e1ae3c;
0x00e1ae40;
0x00e1ae4c;also
0x00e1ae54;ー
0x00e1ae6c;
0x00e1ae78;
0x00e1ae7c;
0x00e1ae9c;
0x00e1aea4;
0x00e1aeac;
0x00e1aec4;
0x00e1aecc;
0x00e1aed8;
0x00e1aee0;also
0x00e1aef0;?
0x00e1af00;store
0x00e1af04;store
0x00e1af0c;store
0x00e1af18;store
0x00e1af30;points
0x00e1af40;
0x00e1af48;
0x00e1af50;
0x00e1af70;
0x00e1af78;Character padding
0x00e1af90;
0x00e1af98;
0x00e1afa0;
0x00e1afa8;and
0x00e1afb0;
0x00e1afb8;
0x00e1afc0;
0x00e1afc8;
0x00e1afd0;
0x00e1afd8;also
0x00e1afe0;
0x00e1afe8;
0x00e1aff0;pair
0x00e1aff8;Wind
0x00e1b000;flow
0x00e1b048;Poker
0x00e1b058;Foreign country
0x00e1b060;Bluff
0x00e1b068;Club
0x00e1b070;diamond
0x00e1b078;Spades
0x00e1b088;Heart
0x00e1b090;No pair
0x00e1b0a0;One pair
0x00e1b0b0;Two pair
0x00e1b0c0;3 cards
0x00e1b0d0;straight
0x00e1b0e0;Flash
0x00e1b0f0;Full House
0x00e1b100;4 cards
0x00e1b110;Royal
0x00e1b164;Pawn
0x00e1b16c;Night
0x00e1b174;Bishop
0x00e1b184;Luke
0x00e1b18c;Jack
0x00e1b19c;Queen
0x00e1b1ac;King
0x00e1b1b4;Ace
0x00e1b1bc;Joker
0x00e1b1cc;Poker King
0x00e1b208;Mahjong
0x00e1b210;East
0x00e1b218;West
0x00e1b220;North
0x00e1b228;Qi
0x00e1b230;Pong
0x00e1b238;Can
0x00e1b240;Mans
0x00e1b248;Pins
0x00e1b250;Souz
0x00e1b258;Three-element tile
0x00e1b260;Four wind tiles
0x00e1b268;Reach
0x00e1b270;Tsumo
0x00e1b278;Ron
0x00e1b2c4;strong man
0x00e1b2cc;Champion
